@relation pitchbase

@attribute 18 numeric
@attribute 4.0 numeric
@attribute 0.08139316523779583 numeric
@attribute 109 numeric
@attribute 125.78616352201257 numeric
@attribute 61.059636970515406 numeric
@attribute 317 numeric
@attribute 34.93561191867119 numeric
@attribute 35.66116862659576 numeric
@attribute 156 numeric
@attribute 0.3624143941165391 numeric
@attribute 128.2051282051282 numeric
@attribute 129.776 numeric

@data
26,0.461538,0.22326,107,127.388535,22.835267,316,45.123167,52.539688,158,0.72113,126.582278,127.022
20,2.6,0.178828,111,124.223602,25.113794,322,40.63469,49.185903,161,0.718251,124.223602,124.223
13,6.692308,0.208563,112,123.45679,33.261529,163,31.264109,43.300874,163,0.68132,122.699387,122.14
28,0.178571,0.083855,4,370.37037,45.29306,168,25.552228,37.51981,167,0.529105,119.760479,117.003
9,5,0.189914,106,128.205128,50.321281,315,151.289824,157.544576,157,0.77034,127.388535,127.951
9,3.888889,0.144338,108,126.582278,39.676462,323,118.226204,125.794937,161,0.708768,124.223602,123.956
9,10.444444,0.123246,123,115.606936,43.52003,342,120.266668,120.88953,170,0.64764,117.647059,114.981
12,8.333333,0.098934,186,84.745763,64.922616,399,72.606426,80.737825,86,0.519759,232.55814,76.4005
19,1,0.121564,120,117.647059,41.964723,342,35.428631,46.98355,170,0.620502,117.647059,116.826
29,0.172414,0.069383,102,131.578947,55.494573,358,43.109765,59.457107,176,0.544125,113.636364,111.403
47,0.148936,0.070055,3,377.358491,52.166569,367,55.620856,67.23102,183,0.507562,109.289617,107.317
50,0.22,0.081766,133,109.289617,42.02344,362,43.454186,37.355969,5,0.767612,4000,114.833
33,0.151515,0.063013,186,84.745763,38.284121,342,18.858863,30.029232,174,0.478779,114.942529,120.042
22,0.681818,0.242237,117,119.760479,34.036921,342,30.412449,45.656484,167,0.547686,119.760479,117.104
20,2.3,0.270827,121,116.959064,33.324723,343,49.167515,63.668121,171,0.705102,116.959064,116.763
30,1.333333,0.163003,123,115.606936,41.775639,173,31.170448,47.380369,173,0.621755,115.606936,113.551
25,0.36,0.225162,113,122.699387,56.102311,328,41.037028,41.985831,164,0.535756,121.95122,122.092
32,0.5,0.13626,119,118.343195,45.945924,335,37.821494,40.868889,167,0.551773,119.760479,117.053
27,0.259259,0.075791,37,229.885057,44.082199,359,28.736943,32.97848,174,0.451631,114.942529,111.936
12,6.583333,0.071086,0,400,63.873768,393,75.996518,64.362474,391,0.241623,51.150895,95.9817
6,22.5,0.088102,3,377.358491,31.772675,211,100.655462,112.383094,211,0.669443,94.78673,94.5321
7,4.428571,0.099597,0,400,19.560938,214,99.059515,110.968429,214,0.655852,93.457944,93.1093
8,8.375,0.09652,31,246.91358,23.467417,216,107.363432,113.452708,215,0.646894,93.023256,91.9259
11,6.636364,0.083329,9,338.983051,31.353022,219,103.048256,112.137339,220,0.651514,90.909091,90.2298
14,5.571429,0.077007,165,93.023256,42.523058,220,96.249666,101.225074,220,0.594548,90.909091,93.1668
10,7.3,0.089212,74,161.290323,73.833758,233,80.137778,79.193762,227,0.426687,88.105727,86.4045
12,6.166667,0.195552,106,128.205128,55.568994,155,67.467664,83.036578,156,0.697172,128.205128,128.009
13,2.769231,0.140038,105,129.032258,43.012521,155,102.883261,108.559864,153,0.744143,130.718954,129.87
11,8.272727,0.175395,100,133.333333,76.071511,146,108.162325,101.299453,146,0.67768,136.986301,136.139
9,10,0.112166,90,142.857143,64.712315,281,112.964088,109.812389,140,0.733086,142.857143,143.294
10,4.5,0.118577,81,152.671756,44.650411,399,107.326997,102.414392,134,0.70266,149.253731,150.185
10,4.4,0.142626,77,157.480315,38.447733,382,82.756917,89.046416,128,0.737659,156.25,157.48
11,4,0.111482,73,162.601626,42.157922,368,78.952683,86.184303,123,0.736952,162.601626,162.766
13,5.846154,0.099899,68,169.491525,42.258514,353,93.011967,100.735841,118,0.782005,169.491525,168.791
15,4.533333,0.110487,64,175.438596,49.918751,346,64.553731,77.140305,115,0.74574,173.913043,175.012
22,0.545455,0.086296,73,162.601626,60.327271,358,49.500517,81.282097,116,0.672359,172.413793,166.599
23,1.478261,0.115355,79,155.03876,65.258928,399,51.605654,37.101223,53,0.253872,377.358491,140.124
17,3.058824,0.151204,111,124.223602,66.756181,160,47.394337,54.385906,160,0.577831,125,121.707
13,6,0.073015,122,116.27907,55.265047,373,35.23728,49.087268,186,0.314646,107.526882,113.928
7,10.285714,0.109119,137,106.951872,56.547303,187,105.861379,116.414691,186,0.63682,107.526882,105.891
6,12.166667,0.066924,56,188.679245,61.943169,186,96.376193,108.466058,186,0.61702,107.526882,103.816
13,3.769231,0.037526,7,350.877193,46.218174,333,20.709164,33.65713,501,0.176595,39.92016,74.7975
22,2.227273,0.085837,17,298.507463,45.148558,398,17.981717,31.195149,162,0.344525,123.45679,131.674
19,3.105263,0.127265,102,131.578947,56.48957,362,33.684812,43.186806,153,0.569598,130.718954,129.563
13,4.615385,0.165927,98,135.135135,46.404783,302,46.539496,55.128218,149,0.668856,134.228188,132.879
14,4.642857,0.23061,95,137.931034,35.433743,292,57.397053,66.79565,146,0.76303,136.986301,136.633
16,1.9375,0.165769,96,136.986301,36.684127,145,48.439465,59.426965,145,0.772654,137.931034,136.987
18,0.611111,0.117448,97,136.054422,43.078695,288,32.892285,42.42028,144,0.651225,138.888889,137.711
20,0.55,0.122184,75,160,66.291128,306,42.622551,40.71813,145,0.462622,137.931034,130.778
31,1.193548,0.185588,130,111.111111,47.188291,388,34.252386,29.681203,181,0.253448,110.497238,119.753
22,6.045455,0.110689,134,108.695652,53.767945,377,26.007473,33.121246,182,0.466068,109.89011,107.932
26,0.461538,0.272152,81,152.671756,29.720527,391,48.699,40.174436,130,0.722283,153.846154,154.162
30,1.3,0.240522,79,155.03876,31.016853,383,53.071498,41.600322,129,0.689642,155.03876,156.355
30,1.166667,0.206241,79,155.03876,33.489985,255,46.611915,35.451645,126,0.653302,158.730159,157.909
24,0.125,0.111355,79,155.03876,55.945129,388,41.887649,34.363823,7,0.67714,2857.142857,150.907
25,0.56,0.112787,150,100,41.958011,363,33.205982,20.892657,9,0.388263,2222.222222,103.256
27,0.481481,0.081929,53,194.174757,59.500134,357,33.416203,31.795621,148,0.323065,135.135135,94.7284
18,1.111111,0.150971,139,105.820106,31.110686,190,31.719197,49.961679,190,0.660851,105.263158,106.122
16,2.8125,0.152796,140,105.263158,15.664479,378,44.560797,59.174838,189,0.677161,105.820106,105.536
13,5.307692,0.241333,145,102.564103,46.09953,383,51.94624,56.520344,192,0.549036,104.166667,102.789
13,3.615385,0.241013,152,99.009901,37.820334,399,50.799462,55.950896,201,0.589591,99.502488,98.8555
14,3.071429,0.228095,151,99.502488,40.91748,202,65.956792,69.807066,202,0.67934,99.009901,98.9672
19,0.105263,0.130576,156,97.087379,42.396474,206,52.477444,58.492414,205,0.600113,97.560976,97.5472
25,0.32,0.147608,161,94.78673,39.699746,209,38.926927,52.309647,209,0.573116,95.69378,94.4453
29,1.103448,0.131096,160,95.238095,43.429144,210,36.166726,29.716506,8,0.683405,2500,95.1693
28,1.142857,0.223343,161,94.78673,35.270857,211,37.114739,31.493796,9,0.713835,2222.222222,95.0677
28,1.035714,0.162123,167,92.165899,46.172319,217,25.644017,24.47226,9,0.75933,2222.222222,92.3505
30,1.533333,0.105056,164,93.457944,47.66377,370,26.550885,26.253491,9,0.800481,2222.222222,89.8988
26,3,0.063815,158,96.153846,56.070371,207,45.012499,48.279515,207,0.539395,96.618357,94.192
18,2.5,0.126679,158,96.153846,31.003582,206,61.794136,61.47562,206,0.638825,97.087379,96.1536
14,2.928571,0.170805,159,95.69378,31.959037,208,59.939824,60.582832,208,0.660376,96.153846,95.6953
17,2.529412,0.146317,159,95.69378,27.73027,209,52.417118,55.076303,209,0.650099,95.69378,95.9505
21,1.380952,0.119634,159,95.69378,32.418275,210,43.76844,49.05113,210,0.618051,95.238095,94.9018
25,0.96,0.097114,31,246.91358,44.660011,213,39.885945,45.348484,213,0.56031,93.896714,94.1545
28,2.714286,0.078254,163,93.896714,50.981229,394,31.190144,42.237856,215,0.424424,93.023256,90.2268
20,2,0.077851,74,161.290323,35.779055,395,55.005257,42.176699,40,0.403174,500,99.8594
25,0.4,0.097563,54,192.307692,56.499589,210,57.618564,53.441966,210,0.580403,95.238095,93.592
30,1.233333,0.110792,164,93.457944,28.481808,214,43.826909,47.613864,214,0.630066,93.457944,93.1765
28,0.214286,0.08823,3,377.358491,25.452536,216,37.214624,42.405455,216,0.628932,92.592593,92.2872
22,2.363636,0.092884,17,298.507463,23.883498,217,34.245689,40.759087,216,0.606181,92.592593,92.224
25,1.72,0.110847,164,93.457944,35.509896,215,43.645338,47.615974,215,0.632736,93.023256,94.5536
33,0.727273,0.066754,166,92.592593,44.524954,399,28.041313,34.768143,215,0.490995,93.023256,92.5931
24,0.708333,0.111566,121,116.959064,28.175751,339,39.002117,41.501402,169,0.679486,118.343195,118.989
20,0.75,0.116434,115,121.212121,32.656179,336,36.401359,43.641609,167,0.704413,119.760479,120.733
16,3.4375,0.139695,114,121.95122,31.284615,329,35.701506,47.406138,164,0.683616,121.95122,122.779
11,7.909091,0.121872,111,124.223602,38.323383,159,49.56024,93.325106,160,0.692594,125,126.054
12,3,0.08774,3,377.358491,50.233465,304,67.921522,115.544333,150,0.641098,133.333333,131.421
13,3.230769,0.08873,94,138.888889,72.511868,399,55.52706,55.491267,133,0.495097,150.37594,144.809
12,5.916667,0.121189,74,161.290323,80.458808,371,86.189815,76.671084,124,0.576299,161.290323,159.795
11,3.454545,0.152986,66,172.413793,68.632367,352,93.19604,94.2473,116,0.700108,172.413793,172.155
14,7.642857,0.174298,60,181.818182,58.595138,112,65.937664,79.963695,111,0.742576,180.18018,183.857
32,0.9375,0.176158,45,210.526316,64.50303,383,72.191995,58.464144,7,0.740583,2857.142857,202.961
22,0.409091,0.186882,57,186.915888,81.668559,313,75.894205,60.334273,7,0.729097,2857.142857,188.215
15,9.4,0.134347,64,175.438596,65.447245,364,43.519205,36.920843,8,0.733489,2500,166.967
20,0.9,0.201155,81,152.671756,59.799324,399,52.324996,46.826638,130,0.512693,153.846154,154.137
22,0.590909,0.216969,82,151.515152,50.891334,394,48.031289,47.252525,130,0.588211,153.846154,152.5
21,0.428571,0.267236,82,151.515152,28.196571,396,58.42395,61.717117,132,0.748274,151.515152,151.516
20,2.85,0.176918,83,150.37594,20.056259,399,71.293418,71.547487,133,0.765113,150.37594,151.369
21,1.285714,0.234355,83,150.37594,28.66177,134,79.880689,79.78994,134,0.786047,149.253731,148.834
22,1.954545,0.241281,83,150.37594,31.534604,134,70.332448,72.252,134,0.771365,149.253731,150.518
24,0.125,0.203989,85,148.148148,50.933092,136,71.236492,71.939886,136,0.715081,147.058824,146.825
20,0.3,0.093358,9,338.983051,58.938453,293,39.400631,51.179029,141,0.56291,141.843972,135.887
15,5.133333,0.074569,12,322.580645,52.360246,307,62.225105,112.464563,152,0.618152,131.578947,127.683
9,4.666667,0.078284,13,317.460317,51.015319,319,35.813746,50.528663,152,0.48944,131.578947,125.345
11,0.909091,0.1191,102,131.578947,46.035196,151,47.222738,61.856731,152,0.674606,131.578947,135.789
19,1.894737,0.122492,104,129.87013,59.826349,309,53.883525,65.591375,154,0.660524,129.87013,128.91
19,2.947368,0.089907,2,384.615385,52.930712,360,22.596082,38.798192,160,0.345113,125,116.109
9,21.222222,0.089392,14,312.5,59.480897,375,40.249024,36.408268,9,0.730658,2222.222222,103.829
20,3.3,0.137395,112,123.45679,46.643574,322,46.120684,57.924734,161,0.648835,124.223602,124.395
21,1.904762,0.161055,109,125.786164,33.804719,317,40.637881,54.953269,158,0.687862,126.582278,125
15,2.8,0.176108,106,128.205128,35.321287,155,37.533645,52.180483,155,0.69752,129.032258,128.289
14,1.357143,0.147851,100,133.333333,45.05116,301,44.683574,52.668021,151,0.641579,132.450331,131.579
16,4.4375,0.161568,96,136.986301,38.171004,293,50.349447,58.600613,147,0.707071,136.054422,136.066
15,4.333333,0.229976,94,138.888889,37.495009,144,54.577622,61.551834,144,0.72469,138.888889,138.472
16,2.1875,0.146867,88,144.927536,55.784641,279,51.115613,53.906754,140,0.624208,142.857143,143.933
18,0.5,0.148161,83,150.37594,36.421925,399,50.343986,54.072201,134,0.637061,149.253731,151.134
21,2.333333,0.179968,78,156.25,44.052015,385,78.651039,79.02609,128,0.725052,156.25,156.035
20,2.15,0.206731,73,162.601626,39.128573,374,84.231057,86.743682,124,0.768644,161.290323,162.075
14,5.357143,0.16244,70,166.666667,53.175665,360,92.685082,91.904791,121,0.754218,165.289256,166.856
12,3.333333,0.204397,65,173.913043,38.531488,349,106.16791,102.397841,116,0.757271,172.413793,172.415
11,6.636364,0.199716,63,176.99115,30.461463,340,127.32267,124.879741,113,0.808024,176.99115,177.349
12,6.166667,0.246121,62,178.571429,17.109655,337,133.179875,131.576425,112,0.82277,178.571429,177.152
13,2.615385,0.247733,62,178.571429,45.615449,340,95.457612,98.086526,113,0.797071,176.99115,176.123
10,8.3,0.108758,64,175.438596,63.157834,116,55.116329,60.656349,116,0.683216,172.413793,162.023
19,0.105263,0.150612,134,108.695652,37.996986,353,43.330319,44.296832,182,0.399185,109.89011,111.687
19,2.736842,0.213164,139,105.820106,45.010994,373,68.677692,69.329411,189,0.616349,105.820106,105.573
18,0.722222,0.187684,143,103.626943,19.252088,385,58.640365,63.643162,192,0.658986,104.166667,103.093
16,2.8125,0.181351,146,102.040816,30.888528,388,59.824369,63.710108,195,0.647063,102.564103,101.519
17,2.352941,0.094974,152,99.009901,22.756642,398,48.820535,56.880981,199,0.632541,100.502513,99.2411
16,2.6875,0.181936,152,99.009901,30.584885,202,49.110347,57.194142,202,0.635185,99.009901,98.8568
15,2.933333,0.109467,156,97.087379,30.813087,205,48.773309,54.333727,205,0.621933,97.560976,97.561
13,5.384615,0.102704,159,95.69378,40.65972,208,54.110996,53.62929,205,0.566046,97.560976,97.0213
15,2.866667,0.114835,149,100.502513,20.887654,399,48.835082,54.733586,200,0.649811,100,99.8711
18,0.333333,0.123972,147,101.522843,24.394175,392,46.099162,47.563659,195,0.597921,102.564103,102.174
21,2.142857,0.211392,143,103.626943,16.567264,388,47.677599,51.939493,194,0.669906,103.092784,103.844
24,0.333333,0.14521,140,105.263158,34.00085,381,43.034032,45.706376,190,0.59735,105.263158,105.535
27,0.111111,0.061872,138,106.382979,47.228776,399,27.277243,32.012074,189,0.44037,105.820106,100.922
22,3.772727,0.105336,132,109.89011,60.000976,350,43.162739,40.297583,171,0.400753,116.959064,113.336
13,3.615385,0.216779,123,115.606936,25.246522,344,47.537948,53.370286,172,0.617828,116.27907,116.831
15,1.666667,0.359444,122,116.27907,29.853477,345,59.208741,67.653483,173,0.720392,115.606936,115.823
14,6.571429,0.31654,123,115.606936,16.036991,348,56.2305,68.202704,174,0.732747,114.942529,114.329
13,3.153846,0.142592,127,112.99435,23.336808,351,41.566205,56.287114,175,0.70459,114.285714,113.92
19,0.736842,0.140643,125,114.285714,31.172222,359,37.34754,49.475506,178,0.628569,112.359551,111.803
40,0.05,0.066865,60,181.818182,59.074072,366,36.519509,38.985803,180,0.437733,111.111111,105.447
19,3.105263,0.116409,112,123.45679,43.692198,328,39.841449,40.675324,164,0.54404,121.95122,124.649
27,0.222222,0.26443,118,119.047619,32.722763,334,42.437139,44.419393,167,0.598989,119.760479,119.76
30,1.133333,0.226204,117,119.760479,43.830661,341,52.792925,55.351132,167,0.688561,119.760479,118.805
25,0.32,0.181647,116,120.481928,37.372589,340,38.573202,45.849138,167,0.670132,119.760479,120.386
20,4,0.214937,117,119.760479,29.114165,335,50.013092,61.808691,167,0.695992,119.760479,119.097
25,0.08,0.186102,115,121.212121,26.436081,332,78.731405,84.955278,166,0.723412,120.481928,120.484
26,0.269231,0.21084,114,121.95122,18.058868,330,65.77327,74.79144,164,0.711405,121.95122,121.546
20,2.25,0.136574,112,123.45679,41.334369,328,56.461468,70.570596,164,0.718554,121.95122,122.259
18,0.111111,0.076606,150,100,53.773624,355,27.679048,45.594966,167,0.346651,119.760479,111.093
27,0.148148,0.082166,0,400,66.820984,368,74.095345,94.992629,181,0.391288,110.497238,105.276
33,0.060606,0.07656,6,357.142857,38.662111,341,18.536458,26.411443,158,0.237987,126.582278,109.634
23,3.782609,0.119378,133,109.289617,43.709194,355,29.326829,34.13211,172,0.413686,116.27907,110.625
23,0.26087,0.122303,123,115.606936,29.263475,345,33.229262,43.284109,172,0.640523,116.27907,115.866
24,0.583333,0.122878,125,114.285714,32.851632,353,38.749837,57.424698,176,0.681931,113.636364,111.954
38,0.815789,0.075927,130,111.111111,46.832485,180,33.027129,52.181591,180,0.580783,111.111111,109.316
81,0.049383,0.07361,86,147.058824,59.605455,395,43.651284,38.533651,5,0.814034,4000,99.6002
12,9.083333,0.097265,118,119.047619,49.576816,168,75.986204,98.354647,168,0.689002,119.047619,120.434
7,10,0.117763,122,116.27907,31.252045,170,96.851945,114.723843,169,0.730226,118.343195,117.948
8,9,0.111817,128,112.359551,24.85732,351,107.839715,117.009233,175,0.686289,114.285714,113.049
10,0.4,0.082272,132,109.89011,30.718175,360,80.086376,94.954229,179,0.636241,111.731844,109.14
14,0.357143,0.066769,3,377.358491,49.094585,365,70.459364,87.93209,183,0.62351,109.289617,107.162
32,0.125,0.081287,136,107.526882,70.397951,377,76.327795,68.882506,5,0.863152,4000,104.873
19,0.789474,0.164764,141,104.712042,36.682402,393,32.068314,27.377497,183,0.230056,109.289617,104.9
22,1.318182,0.190817,151,99.502488,38.55035,399,30.358092,33.65109,202,0.515549,99.009901,98.4868
17,3.529412,0.133271,162,94.339623,35.109384,205,27.564997,27.668871,206,0.495878,97.087379,95.0782
14,1.857143,0.115791,165,93.023256,20.758961,215,26.012772,31.963081,215,0.613663,93.023256,92.6458
13,0.615385,0.112927,12,322.580645,21.353625,217,30.131456,33.436165,217,0.611858,92.165899,92.175
15,1.733333,0.13907,173,89.686099,17.978851,224,21.366474,24.167193,224,0.52265,89.285714,89.621
18,1.555556,0.13646,178,87.719298,23.333331,230,26.069434,28.035988,230,0.615126,86.956522,87.5812
14,5,0.091491,182,86.206897,14.54131,231,24.067048,27.234155,231,0.632988,86.580087,86.8313
14,0.142857,0.170013,178,87.719298,18.644813,229,25.090069,25.668318,229,0.54477,87.336245,87.6905
15,1.733333,0.085088,174,89.285714,25.272796,224,29.656233,29.383101,223,0.586153,89.686099,89.0959
13,4.923077,0.073978,171,90.497738,22.8345,221,25.103333,30.632019,221,0.622707,90.497738,89.7158
14,0.857143,0.077364,7,350.877193,49.968767,222,46.944593,61.883398,220,0.508757,90.909091,89.2861
26,2.038462,0.116001,92,140.84507,74.612177,141,57.769432,64.813692,142,0.602632,140.84507,139.948
11,4.818182,0.24089,88,144.927536,51.98465,274,106.020208,108.391471,137,0.729969,145.985401,146.107
11,2.272727,0.108853,85,148.148148,35.756516,398,111.996781,115.118653,133,0.742152,150.37594,149.254
11,4,0.16247,77,157.480315,37.72417,383,117.37806,118.782914,129,0.747865,155.03876,156.108
14,0.357143,0.207138,76,158.730159,29.911167,377,112.327563,120.996141,125,0.792291,160,158.73
22,0.409091,0.168407,74,161.290323,57.75509,376,92.972246,107.85246,126,0.751326,158.730159,159.632
32,0.25,0.099608,96,136.986301,75.920221,128,50.54048,45.256157,7,0.796513,2857.142857,142.508
55,0.109091,0.075769,64,175.438596,64.053076,296,34.028312,27.668862,8,0.695564,2500,134.231
63,0.301587,0.102147,88,144.927536,54.05554,399,29.088483,23.359689,8,0.665545,2500,140.881
35,1.342857,0.110993,85,148.148148,74.991217,399,59.711024,44.143489,6,0.655549,3333.333333,146.576
12,6.833333,0.24189,81,152.671756,34.897584,393,104.656589,110.049674,131,0.78399,152.671756,152.008
14,1.642857,0.177259,81,152.671756,41.045722,394,99.298046,103.665094,131,0.772071,152.671756,151.045
18,0.5,0.090193,90,142.857143,69.777512,135,56.716083,63.57545,135,0.644887,148.148148,142.277
26,0.346154,0.171443,86,147.058824,45.300516,399,49.989889,49.289311,132,0.585905,151.515152,147.626
30,0.966667,0.360162,82,151.515152,39.240867,394,66.304821,63.91187,131,0.767846,152.671756,152.343
26,1.153846,0.275099,80,153.846154,36.760911,389,54.970711,52.383492,130,0.734637,153.846154,153.846
24,0.791667,0.282079,77,157.480315,31.817452,381,53.970428,52.349207,127,0.766146,157.480315,157.481
26,1.192308,0.326713,75,160,27.979434,375,58.156491,55.205088,125,0.760106,160,161.164
24,1.416667,0.262976,73,162.601626,19.793854,371,62.689345,59.187862,124,0.768677,161.290323,164.413
18,1.777778,0.237102,73,162.601626,22.172217,368,75.348503,71.834426,123,0.807374,162.601626,163.118
13,6.230769,0.255338,72,163.934426,34.847692,123,55.757255,55.690852,123,0.78359,162.601626,164.258
10,5.1,0.122948,75,160,47.695809,388,42.283088,68.545491,124,0.604154,161.290323,157.108
7,7.571429,0.182757,82,151.515152,44.900637,399,158.757387,165.339797,132,0.770609,151.515152,149.487
8,7.5,0.091229,91,141.843972,78.295018,140,132.806623,136.018104,141,0.715462,141.843972,140.725
15,0.2,0.101927,105,129.032258,68.582164,152,102.013745,110.402403,152,0.670521,131.578947,125.486
28,1.428571,0.100924,110,125,63.205306,320,47.950127,52.021673,159,0.563537,125.786164,126.538
13,7.692308,0.093466,21,281.690141,59.687886,163,32.36705,41.134498,162,0.46759,123.45679,119.363
8,7.875,0.090155,115,121.212121,64.917136,332,95.990285,103.887088,164,0.665558,121.95122,121.536
9,4.666667,0.212599,116,120.481928,31.005463,330,107.427033,117.289673,164,0.719462,121.95122,120.044
10,7,0.211308,119,118.343195,24.114261,336,111.49151,123.298563,168,0.729191,119.047619,118.008
12,4,0.247922,122,116.27907,19.324852,343,109.858994,124.396709,171,0.731817,116.959064,116.475
14,2.071429,0.161305,123,115.606936,31.165811,343,16.676881,16.787166,165,0.287054,121.212121,116.248
14,0.857143,0.130399,124,114.942529,35.620586,349,22.188128,22.886669,174,0.535722,114.942529,114.48
20,0.6,0.16277,126,113.636364,26.333313,351,29.804621,28.97984,176,0.636809,113.636364,113.225
20,1.25,0.227289,129,111.731844,33.098398,359,36.794566,34.107609,179,0.655195,111.731844,111.612
19,0.105263,0.157536,132,109.89011,26.149191,364,33.622025,38.115086,181,0.598271,110.497238,110.965
16,4.4375,0.118687,135,108.108108,44.646266,373,45.723565,43.551456,185,0.558825,108.108108,106.637
11,7.454545,0.092586,65,173.913043,43.654881,388,36.523816,33.789394,190,0.404925,105.263158,107.502
7,11.571429,0.13528,136,107.526882,12.134055,372,107.882469,121.733011,186,0.692726,107.526882,107.878
7,14.285714,0.141796,133,109.289617,20.144597,369,136.686772,145.228735,184,0.725957,108.695652,109.399
9,7.222222,0.107962,134,108.695652,27.870639,363,97.635497,108.588265,182,0.651282,109.89011,108.034
13,5.076923,0.135687,138,106.382979,34.469801,373,66.447956,81.820626,187,0.659473,106.951872,106.674
18,0.611111,0.227291,138,106.382979,25.256144,376,44.198318,35.611481,8,0.692594,2500,105.914
19,3,0.349264,138,106.382979,24.077959,376,33.030396,27.113676,188,0.63922,106.382979,106.184
19,0.421053,0.283998,140,105.263158,29.454635,381,42.222766,33.778022,190,0.657892,105.263158,105.118
20,0.25,0.083195,39,224.719101,37.174044,383,33.471566,39.314125,191,0.577031,104.712042,102.937
21,1,0.169395,116,120.481928,50.74723,331,43.833152,49.05585,166,0.617246,120.481928,121.212
19,2.368421,0.270903,115,121.212121,33.449987,330,51.880107,57.53587,165,0.684961,121.212121,121.92
15,3.533333,0.191857,117,119.760479,62.084119,355,47.284536,38.619495,44,0.351478,454.545455,110.782
11,3.454545,0.082465,131,110.497238,51.439733,372,33.074999,43.224656,181,0.430073,110.497238,129.366
14,3.357143,0.182814,110,125,52.946846,392,35.459539,42.751274,157,0.472405,127.388535,126.553
21,0.619048,0.238014,104,129.87013,54.647633,309,54.644092,54.134608,154,0.569771,129.87013,128.215
26,0.653846,0.251016,103,130.718954,55.636952,304,56.661087,57.432628,151,0.625343,132.450331,130.554
23,1.869565,0.264375,100,133.333333,43.992129,149,49.794396,55.192711,149,0.666595,134.228188,133.333
17,2.411765,0.225947,98,135.135135,36.674487,148,54.306824,66.432629,148,0.726108,135.135135,137.349
17,0.764706,0.128787,97,136.054422,36.334623,303,42.860364,57.174356,148,0.704015,135.135135,133.404
29,0.172414,0.092409,100,133.333333,56.42303,152,41.117974,52.531389,152,0.59661,131.578947,127.788
28,2.428571,0.089792,117,119.760479,77.752103,394,67.398727,74.928637,168,0.56275,119.047619,124.962
10,6.9,0.135729,121,116.959064,35.123424,345,91.009503,107.87851,170,0.6909,117.647059,115.623
7,9.714286,0.109911,130,111.111111,45.208996,358,90.397845,108.212073,178,0.688203,112.359551,109.44
6,10.5,0.089935,13,317.460317,56.691936,384,64.798828,84.78284,188,0.567647,106.382979,103.192
18,4.222222,0.082911,53,194.174757,53.917255,226,29.162386,29.813078,197,0.267916,101.522843,90.0295
17,2.882353,0.177659,149,100.502513,17.843717,397,38.044229,47.169537,198,0.661586,101.010101,100.149
16,0.625,0.083604,20,285.714286,37.757801,399,36.690759,42.169561,200,0.576973,100,98.3243
21,0.47619,0.087308,59,183.486239,40.418358,399,27.757911,33.042548,211,0.433842,94.78673,92.7114
24,0.083333,0.075452,169,91.324201,39.756644,217,30.99311,40.67373,218,0.473451,91.743119,93.0257
27,0.740741,0.100492,172,90.09009,33.463962,222,25.681528,26.227411,222,0.553994,90.09009,89.4029
22,1,0.10077,18,294.117647,48.983674,222,39.351471,32.899511,222,0.531099,90.09009,89.8916
17,0.882353,0.082298,3,377.358491,71.768222,224,47.814343,33.882519,224,0.457656,89.285714,87.9745
21,0.857143,0.108011,175,88.888889,63.41803,222,50.023088,39.263225,21,0.565004,952.380952,90.2141
24,0.291667,0.085904,139,105.820106,48.21936,399,25.084727,20.566325,23,0.381361,869.565217,94.2591
23,0.521739,0.098566,158,96.153846,45.341265,210,33.543509,32.617555,209,0.584839,95.69378,95.6942
15,4.266667,0.074651,4,370.37037,37.475364,209,37.690354,43.502713,209,0.57051,95.69378,95.2423
13,3.153846,0.088957,158,96.153846,26.82798,208,32.81963,39.470882,208,0.623739,96.153846,97.8362
15,2.466667,0.077117,34,238.095238,21.389686,208,38.468382,43.318254,208,0.658157,96.153846,96.9014
16,2.25,0.103845,1,392.156863,26.090306,205,39.330455,41.484979,205,0.622545,97.560976,98.2474
17,1.823529,0.166105,150,100,17.141168,200,31.784271,39.858276,200,0.656245,100,100.328
18,0.833333,0.144839,151,99.502488,16.813777,201,29.649094,39.451628,201,0.656061,99.502488,99.5777
20,1.55,0.1274,147,101.522843,17.874487,399,26.411275,33.270185,200,0.502444,100,99.6507
19,2,0.136949,130,111.111111,13.417422,387,25.757044,30.405674,387,0.365169,51.679587,107.63
18,3.111111,0.095425,164,93.457944,24.628732,379,38.088412,36.579847,379,0.38279,52.770449,104.228
17,4.588235,0.068189,163,93.896714,17.655495,383,41.778045,40.228959,383,0.436329,52.219321,94.8541
17,3.823529,0.09174,160,95.238095,13.454326,378,31.258265,30.403823,206,0.332834,97.087379,105.492
14,1.928571,0.088238,127,112.99435,26.257702,381,40.591468,32.200587,202,0.374477,99.009901,112.081
12,4,0.080332,134,108.695652,15.831956,386,34.97803,26.292041,386,0.322832,51.813472,104.391
12,2.416667,0.094094,141,104.712042,18.07824,382,42.251937,39.849147,191,0.611786,104.712042,104.866
10,6.9,0.132813,138,106.382979,13.504569,378,39.631567,40.934368,189,0.679619,105.820106,105.263
8,15.625,0.083653,141,104.712042,29.45053,381,35.934964,64.540777,190,0.627266,105.263158,104.871
10,1,0.072073,171,90.497738,42.688139,399,36.543038,61.87477,194,0.489143,103.092784,104.709
