@relation classbase

@attribute 21 numeric
@attribute 0.8571428571428571 numeric
@attribute 0.2779698908132899 numeric
@attribute 269 numeric
@attribute 62.69592476489028 numeric
@attribute 0 numeric
@attribute 320 numeric
@attribute 41.66489827547461 numeric
@attribute 30.991246692863918 numeric
@attribute 27 numeric
@attribute 0.431808247170356 numeric
@attribute 740.7407407407408 numeric
@attribute unvoiced {unvoiced,voiced}

@data
90,0.055556,0.069236,39,224.719101,77.951777,390,53.176749,15.222512,7,0.248652,2857.142857,unvoiced
90,0.122222,0.071385,24,270.27027,57.916983,399,42.450739,14.988508,7,0.305967,2857.142857,unvoiced
83,0.060241,0.099577,13,317.460317,69.293233,398,57.948597,27.849955,3,0.446084,6666.666667,unvoiced
71,0.098592,0.092729,13,317.460317,52.694542,398,48.580612,34.47926,3,0.668564,6666.666667,unvoiced
88,0.056818,0.096757,62,178.571429,63.176164,398,43.340774,29.86,3,0.642813,6666.666667,unvoiced
92,0.032609,0.096704,144,103.092784,56.800421,391,41.055905,21.801361,3,0.506659,6666.666667,unvoiced
76,0.105263,0.072563,58,185.185185,66.222222,399,48.240988,23.578765,25,0.198561,800,unvoiced
59,0.186441,0.063476,91,141.843972,56.095778,392,54.728271,34.443341,196,0.373543,102.040816,unvoiced
76,0.092105,0.085407,6,357.142857,62.310635,393,33.585486,23.550703,75,0.254595,266.666667,unvoiced
95,0.263158,0.068489,148,101.010101,85.458968,398,73.043738,25.656715,5,0.323871,4000,unvoiced
85,0.058824,0.068468,34,238.095238,73.302027,392,68.083982,29.026337,5,0.396956,4000,unvoiced
64,0.0625,0.091769,37,229.885057,69.078014,395,66.413158,32.206579,3,0.454828,6666.666667,unvoiced
71,0.070423,0.080879,64,175.438596,64.804285,393,56.993869,26.678209,3,0.432998,6666.666667,unvoiced
76,0.210526,0.073235,70,166.666667,79.044799,394,55.875518,29.880945,3,0.498983,6666.666667,unvoiced
64,0.046875,0.089581,13,317.460317,100.705533,399,71.4593,47.824225,3,0.641263,6666.666667,unvoiced
30,5.133333,0.074567,21,281.690141,87.827937,376,48.537962,79.198657,146,0.14831,136.986301,unvoiced
15,1.866667,0.093733,24,270.27027,63.988922,399,72.872716,82.358191,164,0.238199,121.95122,unvoiced
41,0.195122,0.083768,5,363.636364,106.929993,399,79.450353,54.504147,6,0.635669,3333.333333,unvoiced
89,0.044944,0.107185,48,204.081633,84.404169,399,61.103465,30.983175,8,0.441598,2500,unvoiced
79,0.063291,0.07513,120,117.647059,50.256242,146,26.740283,44.379146,145,0.388146,137.931034,unvoiced
32,0.0625,0.090635,129,111.731844,58.481725,337,53.772819,57.189519,83,0.319669,240.963855,voiced
23,2.652174,0.082832,60,181.818182,62.152158,376,49.167219,67.43073,185,0.537568,108.108108,voiced
23,0.304348,0.092149,15,307.692308,60.543429,391,56.908434,53.171004,5,0.881609,4000,voiced
8,22.125,0.080225,80,153.846154,62.148697,192,68.82723,91.478581,189,0.57359,105.820106,unvoiced
7,0.285714,0.097889,1,392.156863,87.196568,399,104.354391,121.712927,183,0.447637,109.289617,unvoiced
35,0.171429,0.040186,39,224.719101,19.891338,399,7.077968,7.388606,6,0.620037,3333.333333,unvoiced
86,0.05814,0.090129,29,253.164557,42.972493,334,18.476335,13.904752,6,0.590201,3333.333333,unvoiced
114,0.061404,0.080444,27,259.74026,68.195483,398,38.955211,23.890372,6,0.536266,3333.333333,unvoiced
112,0.0625,0.077108,91,141.843972,69.591796,386,52.621248,26.746662,6,0.451275,3333.333333,unvoiced
80,0.5625,0.073831,29,253.164557,76.511113,399,47.315415,27.846827,7,0.525132,2857.142857,unvoiced
33,2.424242,0.101286,83,150.37594,58.59924,394,39.268303,43.204858,130,0.590931,153.846154,voiced
11,4.090909,0.200316,76,158.730159,44.061012,380,56.409213,64.854299,126,0.688793,158.730159,voiced
14,2.428571,0.231723,73,162.601626,42.816063,368,76.8928,79.125412,123,0.768933,162.601626,voiced
18,0.388889,0.212347,72,163.934426,36.095757,363,83.108305,84.801288,121,0.779721,165.289256,voiced
22,1.909091,0.186294,68,169.491525,48.68194,356,88.155836,87.104938,119,0.761208,168.067227,voiced
24,1.25,0.19309,65,173.913043,34.978808,349,86.34746,84.668861,116,0.760519,172.413793,voiced
21,1.857143,0.231406,68,169.491525,64.415763,392,76.173284,71.179642,118,0.671884,169.491525,voiced
22,1.772727,0.114115,73,162.601626,62.647242,288,29.781426,34.689276,40,0.493236,500,voiced
20,1.2,0.122943,23,273.972603,62.317186,364,34.949051,33.128282,41,0.347028,487.804878,unvoiced
30,0.8,0.05463,33,240.963855,52.696141,399,30.81621,32.081141,42,0.359588,476.190476,unvoiced
63,0.079365,0.074698,69,168.067227,43.143445,390,27.037158,17.539252,11,0.278848,1818.181818,unvoiced
84,0.071429,0.075516,42,217.391304,50.435159,377,25.12786,11.337477,5,0.292006,4000,unvoiced
59,0.067797,0.060913,11,327.868852,16.054232,399,11.975528,9.419018,12,0.452508,1666.666667,unvoiced
32,2.75,0.080781,7,350.877193,30.226365,391,11.080063,9.082488,12,0.458706,1666.666667,unvoiced
48,0.166667,0.09773,35,235.294118,20.403528,85,10.867387,9.101439,85,0.469426,235.294118,unvoiced
75,0.08,0.088376,36,232.55814,73.334288,388,49.432284,20.158698,13,0.326886,1538.461538,unvoiced
90,0.044444,0.073019,49,202.020202,71.735318,389,56.805006,24.55674,13,0.361883,1538.461538,unvoiced
93,0.150538,0.069967,41,219.78022,77.281227,398,49.711154,21.529959,14,0.352636,1428.571429,unvoiced
79,0.101266,0.1144,20,285.714286,66.034297,393,58.326893,28.916413,15,0.410041,1333.333333,unvoiced
49,1.163265,0.090864,29,253.164557,54.59686,399,27.766184,18.122944,15,0.364578,1333.333333,unvoiced
28,1.607143,0.090112,85,148.148148,45.477649,399,19.32569,31.979047,153,0.361128,130.718954,unvoiced
12,3.666667,0.183685,105,129.032258,46.488868,153,28.476611,38.948106,153,0.595159,130.718954,voiced
17,1.470588,0.330521,104,129.87013,32.668183,153,27.362489,40.328138,153,0.706374,130.718954,voiced
24,0.791667,0.303185,104,129.87013,24.264738,153,33.421915,34.45633,153,0.731745,130.718954,voiced
26,0.538462,0.365172,103,130.718954,17.54692,153,33.122093,33.28346,153,0.73315,130.718954,voiced
26,0.538462,0.31836,104,129.87013,11.102171,307,31.717126,32.47492,154,0.740134,129.87013,voiced
27,0.481481,0.293539,105,129.032258,14.14127,309,33.171579,33.01382,154,0.723928,129.87013,voiced
27,1.074074,0.293002,105,129.032258,14.181788,310,30.758331,31.637123,155,0.735967,129.032258,voiced
23,1.26087,0.197384,108,126.582278,22.622419,316,34.147333,33.671944,157,0.69323,127.388535,voiced
19,1.473684,0.193589,110,125,25.373348,321,34.67239,34.103791,160,0.695187,125,voiced
14,4.642857,0.157703,114,121.95122,19.428942,327,35.657045,36.439906,163,0.713461,122.699387,voiced
10,6.8,0.148015,114,121.95122,29.34045,165,33.084001,34.438274,164,0.678221,121.95122,voiced
8,9.125,0.140744,117,119.760479,32.566228,168,29.892927,61.070506,167,0.604508,119.760479,voiced
9,4.888889,0.18341,116,120.481928,25.404672,336,152.582969,155.811434,168,0.732791,119.047619,voiced
12,8.666667,0.141523,118,119.047619,20.553975,336,142.591218,148.121412,168,0.737222,119.047619,voiced
11,5.909091,0.081016,120,117.647059,27.673607,171,103.174392,115.648749,170,0.704135,117.647059,voiced
20,0.45,0.092489,127,112.99435,52.875298,348,84.787378,78.596097,4,0.891596,5000,voiced
44,0.818182,0.067239,7,350.877193,55.347115,357,41.38298,36.824301,4,0.841513,5000,voiced
42,1.928571,0.089984,121,116.959064,43.277463,171,25.608116,36.625002,171,0.532058,116.959064,voiced
21,0.190476,0.132152,118,119.047619,37.356666,333,42.083502,50.317054,166,0.649116,120.481928,voiced
19,2.105263,0.126054,115,121.212121,27.66519,332,58.238012,66.45303,166,0.746128,120.481928,voiced
20,0.4,0.081822,122,116.27907,55.220803,351,35.900088,39.710736,168,0.465479,119.047619,voiced
27,3.259259,0.163984,124,114.942529,36.641542,350,54.116162,70.879942,175,0.663017,114.285714,voiced
30,1.8,0.188171,124,114.942529,42.177504,349,39.682262,41.203193,174,0.509124,114.942529,voiced
24,0.291667,0.171735,122,116.27907,48.82828,171,46.796214,50.318734,171,0.647889,116.959064,voiced
16,1.625,0.212891,120,117.647059,26.697991,340,58.816382,63.483283,170,0.739306,117.647059,voiced
13,2.384615,0.193205,119,118.343195,20.950113,339,50.711885,56.214468,169,0.714122,118.343195,voiced
11,5.636364,0.125908,122,116.27907,32.773191,343,64.516381,88.670046,171,0.661383,116.959064,voiced
12,0.75,0.132772,119,118.343195,27.369321,343,97.935604,113.931369,171,0.703844,116.959064,voiced
12,0.5,0.160111,120,117.647059,21.58492,170,75.794281,91.259067,170,0.729066,117.647059,voiced
14,1.714286,0.126654,120,117.647059,31.868567,169,50.528861,54.558293,168,0.664141,119.047619,voiced
16,0.4375,0.211586,116,120.481928,45.508085,330,55.216282,55.499709,164,0.642921,121.95122,voiced
18,1.111111,0.278004,112,123.45679,34.214242,322,55.614404,57.475135,161,0.69182,124.223602,voiced
18,0.333333,0.183544,108,126.582278,32.310679,317,58.960856,59.835427,159,0.709546,125.786164,voiced
21,2.190476,0.266367,106,128.205128,30.302007,313,62.172298,62.602873,157,0.717408,127.388535,voiced
27,0.962963,0.247156,105,129.032258,27.973182,155,55.66333,58.659982,155,0.730463,129.032258,voiced
22,0.227273,0.31612,102,131.578947,38.42147,154,44.964132,50.118441,154,0.692073,129.87013,voiced
14,0.428571,0.113092,102,131.578947,44.848359,152,37.053521,61.007959,152,0.593951,131.578947,voiced
20,2.3,0.088707,97,136.054422,42.63329,298,116.486745,121.596537,148,0.691894,135.135135,voiced
21,4.285714,0.133454,110,125,92.127424,312,90.172545,86.907341,160,0.509106,125,voiced
10,9.4,0.066838,14,312.5,61.07449,359,67.224607,76.830086,180,0.532991,111.111111,voiced
18,0.166667,0.107153,8,344.827586,68.154906,399,56.133075,64.611034,90,0.402811,222.222222,unvoiced
60,0.066667,0.078249,5,363.636364,21.379928,388,5.287404,3.72854,4,0.326917,5000,unvoiced
113,0.017699,0.069575,96,136.986301,36.42436,399,13.649863,5.809198,4,0.279065,5000,unvoiced
152,0.019737,0.07569,58,185.185185,65.927254,395,41.550689,16.706764,4,0.353948,5000,unvoiced
163,0.018405,0.109923,35,235.294118,69.511701,391,46.985626,18.808666,5,0.357741,4000,unvoiced
174,0.017241,0.094258,32,243.902439,85.297737,396,69.945704,19.596703,5,0.251577,4000,unvoiced
183,0.016393,0.066574,10,333.333333,67.447441,397,40.421941,8.523741,4,0.161391,5000,unvoiced
164,0.170732,0.091474,13,317.460317,52.673391,399,21.675354,10.587144,3,0.396171,6666.666667,unvoiced
117,0.017094,0.077965,13,317.460317,27.600344,399,9.358734,6.056747,3,0.540324,6666.666667,unvoiced
107,0.028037,0.053591,17,298.507463,9.682942,399,2.108874,2.416272,3,0.197391,6666.666667,unvoiced
142,0.021127,0.089203,27,259.74026,39.656071,399,13.089553,5.924136,3,0.299791,6666.666667,unvoiced
141,0.021277,0.068559,44,212.765957,63.097611,391,44.299401,19.391894,3,0.392599,6666.666667,unvoiced
78,0.846154,0.110005,12,322.580645,77.566556,342,40.057251,32.811593,4,0.769189,5000,unvoiced
30,0.3,0.095635,46,208.333333,77.863261,380,57.933012,56.36573,210,0.334278,95.238095,voiced
15,5.2,0.118693,161,94.78673,48.193825,210,76.643756,85.377598,210,0.631201,95.238095,voiced
9,10.111111,0.091619,9,338.983051,73.023363,222,68.025952,70.84879,219,0.468186,91.324201,voiced
8,13.5,0.097046,176,88.495575,37.052457,225,92.935337,102.152526,225,0.625731,88.888889,voiced
10,9.9,0.096699,26,263.157895,72.670222,399,82.735684,72.537114,88,0.357006,227.272727,voiced
8,6.375,0.080463,270,62.5,78.456552,399,62.589077,76.781717,89,0.523761,224.719101,unvoiced
11,2.454545,0.100178,17,298.507463,56.954782,331,102.0728,83.443616,328,0.386426,60.97561,unvoiced
26,0.115385,0.10031,29,253.164557,86.60742,101,54.968807,58.348604,93,0.279224,215.053763,unvoiced
31,0.064516,0.109478,17,298.507463,51.628655,399,43.152424,48.885995,75,0.321789,266.666667,unvoiced
52,0.057692,0.074816,20,285.714286,64.997854,399,33.267555,55.456728,75,0.524737,266.666667,unvoiced
84,0.095238,0.080144,93,139.86014,110.795699,399,73.439945,42.963538,3,0.557783,6666.666667,unvoiced
105,0.047619,0.07095,1,392.156863,33.957767,398,10.355584,4.925639,5,0.282518,4000,unvoiced
112,0.053571,0.078924,10,333.333333,32.089374,398,13.993223,6.940843,5,0.353088,4000,unvoiced
95,0.042105,0.068126,55,190.47619,62.17943,388,29.372313,19.178449,5,0.584852,4000,unvoiced
49,0.204082,0.07032,94,138.888889,47.146782,399,28.348123,32.024749,207,0.318354,96.618357,voiced
25,0.6,0.064595,158,96.153846,31.715559,399,29.819464,33.633681,206,0.390137,97.087379,voiced
49,0.102041,0.06871,59,183.486239,49.04448,396,28.066691,32.582005,189,0.41266,105.820106,unvoiced
102,0.078431,0.079723,9,338.983051,78.840653,399,63.741263,26.931712,5,0.391139,4000,unvoiced
148,0.013514,0.080017,19,289.855072,78.049183,394,54.311186,13.913249,5,0.219352,4000,unvoiced
160,0.0375,0.063709,65,173.913043,74.380976,397,54.185448,13.470056,5,0.211681,4000,unvoiced
158,0.037975,0.079398,86,147.058824,68.244466,396,46.503716,13.491949,5,0.247119,4000,unvoiced
133,0.022556,0.09079,7,350.877193,63.794966,392,39.963884,11.787418,57,0.194861,350.877193,unvoiced
94,0.180851,0.08601,38,227.272727,70.011316,389,44.09137,16.705102,16,0.288154,1250,unvoiced
49,0.591837,0.10288,41,219.78022,45.17364,399,20.315243,25.140996,127,0.253061,157.480315,unvoiced
21,1.761905,0.07776,116,120.481928,51.34326,343,38.6604,34.115854,175,0.390991,114.285714,voiced
23,0.391304,0.177416,134,108.695652,33.628206,368,53.345976,50.396402,184,0.588543,108.695652,voiced
25,0.88,0.128392,135,108.108108,33.60064,379,47.062387,46.612134,186,0.586713,107.526882,voiced
19,2.842105,0.249875,137,106.951872,38.736483,381,53.928123,63.018895,187,0.686449,106.951872,voiced
23,1.73913,0.124626,139,105.820106,26.717124,383,36.455185,48.633208,188,0.62085,106.382979,voiced
27,0.111111,0.119208,139,105.820106,43.576719,190,39.442589,49.450585,189,0.59455,105.820106,voiced
44,0.090909,0.08326,69,168.067227,44.015969,380,29.521847,40.647599,192,0.462288,104.166667,voiced
83,0.048193,0.084767,23,273.972603,53.94256,398,30.46309,16.273032,9,0.468535,2222.222222,unvoiced
125,0.016,0.121654,1,392.156863,58.365157,394,53.500143,27.416889,9,0.475081,2222.222222,unvoiced
145,0.02069,0.086692,65,173.913043,82.312175,399,71.472029,32.895489,5,0.432274,4000,unvoiced
152,0.039474,0.08222,77,157.480315,72.348662,399,53.070466,21.284223,5,0.36337,4000,unvoiced
151,0.039735,0.09406,18,294.117647,71.053282,399,48.584793,18.586656,4,0.341396,5000,unvoiced
137,0.065693,0.068045,21,281.690141,73.524364,397,57.06048,24.643489,4,0.396833,5000,unvoiced
97,0.020619,0.086373,68,169.491525,77.962938,372,56.438814,36.070809,4,0.603677,5000,unvoiced
41,1.439024,0.086371,119,118.343195,52.345048,346,39.08521,41.504819,185,0.294352,108.108108,voiced
29,0.172414,0.110922,134,108.695652,39.280472,373,42.809527,60.00838,187,0.654256,106.951872,voiced
88,0.045455,0.079158,101,132.450331,78.831339,395,58.140983,36.764811,4,0.59794,5000,voiced
149,0.033557,0.066262,7,350.877193,65.956231,397,43.000467,17.030978,4,0.349554,5000,unvoiced
172,0.017442,0.085199,10,333.333333,71.800045,399,48.281471,18.799593,4,0.347951,5000,unvoiced
170,0.017647,0.085503,20,285.714286,59.731447,395,41.778851,18.386201,4,0.392213,5000,unvoiced
157,0.031847,0.073446,54,192.307692,56.525929,399,30.368801,15.354616,4,0.439748,5000,unvoiced
101,0.059406,0.077273,0,400,64.153132,395,39.408451,27.532184,4,0.647886,5000,unvoiced
43,2.395349,0.173415,132,109.89011,45.877438,370,42.237063,37.427894,3,0.838787,6666.666667,voiced
50,0.08,0.10123,140,105.263158,29.65483,378,39.707915,35.373589,3,0.840477,6666.666667,voiced
98,0.040816,0.101599,141,104.712042,76.731149,384,46.913405,33.018718,4,0.661191,5000,unvoiced
154,0.019481,0.0909,24,270.27027,69.505198,398,53.802908,23.242281,4,0.394817,5000,unvoiced
167,0.017964,0.078476,40,222.222222,79.106648,396,63.653203,22.163848,4,0.316777,5000,unvoiced
171,0.017544,0.079514,346,50.505051,73.679974,398,53.394939,17.28773,4,0.286314,5000,unvoiced
168,0.029762,0.096147,18,294.117647,71.662844,396,54.018465,19.341545,4,0.32103,5000,unvoiced
166,0.024096,0.084993,15,307.692308,78.978694,398,66.787047,29.672897,4,0.414345,5000,unvoiced
162,0.018519,0.081978,112,123.45679,89.815595,397,76.627471,40.6949,4,0.504974,5000,unvoiced
147,0.040816,0.091483,36,232.55814,83.889198,381,63.498281,36.187622,4,0.538402,5000,unvoiced
102,0.019608,0.071302,77,157.480315,62.796197,388,31.752201,17.380585,5,0.484394,4000,unvoiced
41,0.804878,0.117916,122,116.27907,47.680991,172,23.737036,29.955531,172,0.419409,116.27907,unvoiced
19,0.684211,0.278934,131,110.497238,41.166632,354,41.444032,41.902585,180,0.528486,111.111111,voiced
19,2.263158,0.186469,131,110.497238,29.863795,364,43.847836,46.571787,182,0.628806,109.89011,voiced
19,0.263158,0.225887,133,109.289617,37.857599,365,45.150097,49.11022,183,0.666892,109.289617,voiced
24,0.291667,0.183692,134,108.695652,31.781908,376,50.320505,48.435409,184,0.584959,108.695652,voiced
20,2.35,0.101005,136,107.526882,24.348558,378,50.023998,57.568098,188,0.631059,106.382979,voiced
16,0.125,0.207653,143,103.626943,19.959731,383,45.015275,55.915944,191,0.664573,104.712042,voiced
16,2.3125,0.147363,146,102.040816,30.256392,393,34.730157,48.331788,196,0.614215,102.040816,voiced
15,4.266667,0.066269,132,109.89011,51.838534,399,27.951748,38.870783,201,0.353137,99.502488,voiced
15,0.466667,0.066822,190,83.333333,58.62338,399,50.328556,44.11087,7,0.777111,2857.142857,voiced
17,2.764706,0.097937,160,95.238095,51.135192,210,52.736173,68.197551,211,0.553653,94.78673,voiced
16,0.75,0.07847,164,93.457944,51.017808,218,57.481514,68.780544,217,0.552883,92.165899,voiced
14,2.428571,0.092438,0,400,50.38731,219,48.666315,71.715534,219,0.569501,91.324201,voiced
17,3.352941,0.104888,92,140.84507,38.491102,224,50.834943,76.521095,224,0.620067,89.285714,voiced
15,3.6,0.08973,176,88.495575,30.050472,226,50.717579,74.577448,225,0.602896,88.888889,voiced
7,22.285714,0.066938,18,294.117647,51.279414,234,49.837772,70.991798,231,0.521528,86.580087,voiced
6,14.333333,0.085549,1,392.156863,57.779313,234,84.523693,93.493547,232,0.573727,86.206897,voiced
6,14.833333,0.082582,178,87.719298,59.178704,234,103.020462,95.81112,229,0.512627,87.336245,voiced
7,0.428571,0.137264,31,246.91358,81.07702,393,90.597421,84.681427,221,0.437997,90.497738,unvoiced
49,0.061224,0.09658,1,392.156863,61.621168,89,42.464462,61.287483,87,0.407105,229.885057,unvoiced
78,0.025641,0.068426,13,317.460317,53.499104,358,27.037752,23.463231,3,0.793825,6666.666667,unvoiced
68,0.235294,0.100633,74,161.290323,87.206416,398,81.222725,42.850192,3,0.50294,6666.666667,unvoiced
66,0.106061,0.045776,73,162.601626,21.295512,122,7.679065,5.9298,5,0.381531,4000,unvoiced
102,0.058824,0.085249,72,163.934426,28.114192,399,12.695797,7.808543,5,0.378751,4000,unvoiced
101,0.039604,0.070457,53,194.174757,69.695343,365,44.422593,24.954835,5,0.516738,4000,unvoiced
76,0.144737,0.069483,45,210.526316,69.503442,382,39.245631,24.951196,5,0.559328,4000,unvoiced
59,0.152542,0.073773,63,176.99115,92.154412,363,79.96846,48.419184,5,0.567964,4000,unvoiced
37,1.756757,0.075592,66,172.413793,94.916942,399,87.378404,65.413004,5,0.714284,4000,unvoiced
19,2.526316,0.079315,69,168.067227,80.727237,388,60.808526,49.173699,182,0.265977,109.89011,unvoiced
12,8,0.059396,7,350.877193,64.471949,399,40.406486,46.3815,178,0.232178,112.359551,unvoiced
10,2.8,0.076611,5,363.636364,107.708209,310,81.108491,79.260682,215,0.225139,93.023256,unvoiced
22,0.409091,0.075224,11,327.868852,118.412552,292,75.057339,70.974171,4,0.90563,5000,unvoiced
24,2.083333,0.108547,1,392.156863,31.45491,359,13.809052,10.323639,5,0.602767,4000,unvoiced
3,0.666667,0.56401,269,62.695925,0,320,35.297798,213.239033,310,0.035102,64.516129,unvoiced
21,0.190476,0.060431,196,81.300813,50.055778,50,40.468298,429.315238,610,0.00779,32.786885,unvoiced
65,0.076923,0.078787,33,240.963855,65.480623,50,42.713308,41.783626,3,0.931411,6666.666667,unvoiced
106,0.028302,0.079686,48,204.081633,77.268803,397,65.954542,16.257085,3,0.216165,6666.666667,unvoiced
100,0.05,0.066536,66,172.413793,58.108449,390,36.689668,12.352041,3,0.282151,6666.666667,unvoiced
102,0.039216,0.067755,56,188.679245,57.3493,396,35.986917,11.351608,3,0.259861,6666.666667,unvoiced
99,0.020202,0.069027,37,229.885057,67.04466,398,40.316682,15.126904,9,0.325595,2222.222222,unvoiced
96,0.03125,0.085081,46,208.333333,76.346285,395,54.639591,16.746659,9,0.26989,2222.222222,unvoiced
95,0.052632,0.084849,16,303.030303,80.550011,395,53.905691,19.179224,7,0.31869,2857.142857,unvoiced
93,0.043011,0.103628,4,370.37037,79.739978,399,51.877825,21.846089,5,0.382554,4000,unvoiced
97,0.061856,0.093368,45,210.526316,73.755495,395,53.49275,10.365316,3,0.156382,6666.666667,unvoiced
86,0.034884,0.071744,8,344.827586,83.703614,394,69.597999,26.163387,3,0.347185,6666.666667,unvoiced
90,0.1,0.083467,102,131.578947,69.49689,396,52.183208,22.509931,3,0.393037,6666.666667,unvoiced
95,0.052632,0.07445,1,392.156863,61.721167,387,48.136486,18.831078,19,0.349653,1052.631579,unvoiced
103,0.048544,0.091229,21,281.690141,68.280491,392,51.103876,17.864739,3,0.310441,6666.666667,unvoiced
107,0.11215,0.069004,0,400,76.793506,387,55.557733,12.72226,3,0.192993,6666.666667,unvoiced
105,0.133333,0.083374,4,370.37037,81.875419,395,62.673659,16.949128,5,0.238523,4000,unvoiced
98,0.061224,0.085644,109,125.786164,69.74151,396,58.330862,18.461267,3,0.282205,6666.666667,unvoiced
99,0.020202,0.079887,110,125,72.732681,397,58.610597,16.232006,3,0.242823,6666.666667,unvoiced
101,0.029703,0.082288,39,224.719101,65.540569,399,46.351188,13.092488,5,0.239314,4000,unvoiced
99,0.020202,0.081076,47,206.185567,66.211619,397,46.80324,14.135095,3,0.259279,6666.666667,unvoiced
93,0.053763,0.070801,16,303.030303,61.186422,399,51.335697,20.177337,3,0.354088,6666.666667,unvoiced
91,0.076923,0.090059,124,114.942529,68.020011,394,51.510492,19.026394,3,0.330542,6666.666667,unvoiced
86,0.174419,0.084762,22,277.777778,71.466894,396,50.098985,19.311763,3,0.345551,6666.666667,unvoiced
80,0.0375,0.080607,21,281.690141,88.399626,398,66.759103,33.960959,3,0.478751,6666.666667,unvoiced
76,0.052632,0.078496,37,229.885057,79.503531,398,74.903162,39.109699,3,0.495436,6666.666667,unvoiced
83,0.578313,0.07291,6,357.142857,93.72304,396,68.184756,35.461441,3,0.490747,6666.666667,unvoiced
82,0.292683,0.086529,3,377.358491,73.163087,396,56.596431,30.894422,3,0.510534,6666.666667,unvoiced
59,0.220339,0.072117,50,200,60.409365,397,35.509838,18.102508,10,0.340821,2000,unvoiced
54,0.037037,0.075073,65,173.913043,73.812483,377,46.186106,24.953273,10,0.410367,2000,unvoiced
38,1.473684,0.063761,21,281.690141,45.897313,399,18.011769,33.514341,86,0.361671,232.55814,unvoiced
17,2.941176,0.109144,25,266.666667,41.342344,399,26.888934,38.241623,89,0.566836,224.719101,unvoiced
19,1.263158,0.070379,93,139.86014,37.507618,390,15.496261,12.648423,45,0.429034,444.444444,unvoiced
19,2.526316,0.104442,189,83.682008,23.807687,399,17.027353,13.935637,46,0.466052,434.782609,unvoiced
14,4.857143,0.080755,7,350.877193,70.686396,315,51.777038,49.785266,48,0.420751,416.666667,voiced
13,4.846154,0.116258,134,108.695652,44.10083,394,38.735381,51.626865,58,0.558323,344.827586,voiced
12,1.583333,0.074131,321,53.908356,51.139551,362,33.863639,47.561804,61,0.518604,327.868852,unvoiced
17,1,0.069009,9,338.983051,59.907037,376,30.884811,44.516852,69,0.340519,289.855072,unvoiced
23,3.956522,0.081317,76,158.730159,57.046023,92,32.739052,38.727597,89,0.236036,224.719101,unvoiced
16,1.875,0.103216,105,129.032258,64.994386,360,33.782358,39.922723,63,0.234523,317.460317,unvoiced
13,1.307692,0.07538,51,198.019802,61.955325,377,59.627418,46.167259,182,0.30468,109.89011,voiced
18,2.388889,0.111357,126,113.636364,45.682712,355,87.886728,82.167374,178,0.604953,112.359551,voiced
34,0.147059,0.076977,130,111.111111,43.006541,364,60.088851,68.054365,180,0.600018,111.111111,voiced
63,0.063492,0.084567,106,128.205128,46.441342,373,38.819235,32.4517,5,0.758688,4000,voiced
100,0.06,0.081326,181,86.580087,71.233525,381,58.122047,46.075214,5,0.741117,4000,voiced
112,0.053571,0.06103,35,235.294118,57.442904,379,50.36632,38.161527,5,0.71797,4000,voiced
101,0.089109,0.081325,112,123.45679,66.475092,362,57.079103,46.199037,5,0.774347,4000,voiced
66,0.848485,0.101436,123,115.606936,61.120321,345,46.909317,41.296498,5,0.837712,4000,voiced
23,3.608696,0.082603,120,117.647059,44.345285,335,49.442998,77.725241,168,0.641653,119.047619,voiced
12,5.166667,0.108413,122,116.27907,43.314598,341,71.470339,102.990047,171,0.713443,116.959064,voiced
10,7.7,0.054035,66,172.413793,55.062704,367,43.902058,76.087569,177,0.548666,112.99435,voiced
8,9.125,0.092391,131,110.497238,42.651045,370,105.440211,113.348641,184,0.61977,108.695652,voiced
9,12.888889,0.109267,132,109.89011,25.728035,184,103.682681,122.360337,184,0.726836,108.695652,voiced
9,7.111111,0.093981,135,108.108108,36.529585,186,79.246161,101.407146,186,0.67394,107.526882,voiced
7,5,0.072442,9,338.983051,74.069206,190,71.989084,89.625672,191,0.522658,104.712042,unvoiced
10,1.7,0.076433,8,344.827586,94.066112,399,67.249276,107.052718,188,0.298185,106.382979,unvoiced
30,0.4,0.06669,164,93.457944,61.700861,399,27.5614,36.550837,62,0.165116,322.580645,unvoiced
56,0.125,0.051603,235,70.175439,16.48389,394,8.83559,8.715366,7,0.533679,2857.142857,unvoiced
47,0.276596,0.056653,126,113.636364,69.794168,399,41.772548,28.525155,16,0.323781,1250,unvoiced
35,0.371429,0.096988,48,204.081633,88.880654,399,65.629582,32.745076,33,0.118012,606.060606,unvoiced
39,0.435897,0.078008,41,219.78022,84.579484,386,66.698405,29.574722,114,0.308474,175.438596,unvoiced
31,1.193548,0.100203,19,289.855072,55.189704,292,25.535566,34.64144,132,0.260086,151.515152,unvoiced
19,2.368421,0.108697,73,162.601626,52.611398,126,46.323124,55.299646,126,0.718856,158.730159,voiced
11,4.272727,0.269375,73,162.601626,36.363048,370,66.945018,72.361612,123,0.767221,162.601626,voiced
13,3.769231,0.244016,69,168.067227,37.557041,360,88.130005,91.182607,120,0.8077,166.666667,voiced
17,1.235294,0.289703,67,170.940171,41.672968,352,78.678543,78.182961,117,0.777632,170.940171,voiced
16,1.5,0.231996,66,172.413793,50.450888,115,75.47964,75.725797,115,0.791284,173.913043,voiced
18,0.5,0.116857,70,166.666667,51.149246,355,35.472634,36.327898,116,0.601249,172.413793,voiced
